student_id,district,al_passed,ol_passed,stream,career_interest,budget,preferred_city,hostel_required,sports_or_extracurricular,university_id,university_name,university_type,location,degree_programs,program_description,language_mediums,hostel_available,semester_fee_lkr,entry_requirements,ranking_score,international_affiliation,recommended_university_id
3498,Badulla,FALSE,TRUE,Technology,Business,247220,Ampara,FALSE,TRUE,P001,NSBM Green University,Private,"Homagama, Colombo",Certificate in English,6-month language proficiency program.,"English,Sinhala,Tamil",FALSE,25419,A/L pass or O/L pass,45,TRUE,P001
3499,Kandy,FALSE,TRUE,Arts,Agriculture,168489,Anuradhapura,TRUE,TRUE,G003,University of Moratuwa,Public,Moratuwa,Bachelor of Ayurveda,"Traditional medicine program with panchakarma therapy, clinical diagnosis, and herbal pharmacology.","English,Sinhala,Tamil",TRUE,11838,Z-score,60,TRUE,G003
3500,Mannar,TRUE,TRUE,Biological Science,Arts,74669,Trincomalee,FALSE,TRUE,G010,Eastern University of Sri Lanka,Public,Vantharumoolai,Bachelor of Software Engineering,"Agile/DevOps program with Docker/Kubernetes training, full-stack development bootcamps, and guaranteed internships at 99x/Zone24x7. Includes cybersecurity modules.","English,Sinhala,Tamil",FALSE,12064,Z-score,46.2,FALSE,G010
3501,Nuwara Eliya,FALSE,FALSE,Commerce,Medicine,213304,Anuradhapura,FALSE,TRUE,P008,Horizon Campus,Private,"Malabe, Kiribathgoda",BSc (Hons) in Quantity Surveying,3-year construction program with BIM software training and Megapolis project site visits.,"English,Sinhala,Tamil",FALSE,154911,A/L pass or O/L pass,30,FALSE,P008
3502,Colombo,FALSE,FALSE,Technology,Medicine,10350,Vavuniya,TRUE,FALSE,P027,University of Central Lancashire (UCLan) Sri Lanka,Private,Colombo,Diploma in Business Administration,1-year management fundamentals program.,"English,Sinhala,Tamil",TRUE,41811,A/L pass or O/L pass,60,FALSE,P027
3503,Kalutara,TRUE,TRUE,Technology,Business,100844,Moneragala,FALSE,FALSE,P024,Imperial College of Business Studies,Private,Colombo,BA in International Relations,4-year program with Model UN participation and diplomatic training.,"English,Sinhala,Tamil",FALSE,165146,A/L pass or O/L pass,30,TRUE,P024
3504,Matara,FALSE,TRUE,Biological Science,Design,220068,Matara,FALSE,FALSE,P016,NIBM (National Institute of Business Management),Private,Colombo,Bachelor of Veterinary Science,"Zoonotic disease program with livestock research center, clinical rotations, and public health training.","English,Sinhala,Tamil",FALSE,227607,A/L pass or O/L pass,40,FALSE,P016
3505,Trincomalee,FALSE,FALSE,Physical Science,Engineering,176209,Moneragala,TRUE,FALSE,P012,Kaatsu International University,Private,Colombo,American Degree Program,4-year US-style education with SAT/TOEFL preparation and liberal arts curriculum.,"English,Sinhala,Tamil",TRUE,109353,A/L pass or O/L pass,20,FALSE,P012
3506,Kilinochchi,FALSE,FALSE,Physical Science,Medicine,163761,Kurunegala,FALSE,TRUE,P011,American College of Higher Education (ACHE),Private,Negombo,CMA Program,Management accounting certification with strategic cost management.,"English,Sinhala,Tamil",FALSE,168800,A/L pass or O/L pass,32,TRUE,P011
3507,Polonnaruwa,FALSE,FALSE,Technology,Medicine,221527,Kandy,TRUE,FALSE,P002,Informatics Institute of Technology (IIT),Private,Colombo,Bachelor of English,"3-year literature program with creative writing workshops, TESOL certification, and post-colonial studies. Includes literary journal publishing opportunities.","English,Sinhala,Tamil",TRUE,68711,A/L pass or O/L pass,48,TRUE,P002
3508,Kandy,FALSE,TRUE,Biological Science,Business,160983,Kandy,TRUE,TRUE,P012,Kaatsu International University,Private,Colombo,BSc (Hons) in Data Science,3-year program with big data analytics projects using Python/R and Tableau.,"English,Sinhala,Tamil",TRUE,109353,A/L pass or O/L pass,20,FALSE,P012
3509,Batticaloa,FALSE,FALSE,Arts,Business,81848,Kegalle,FALSE,FALSE,P017,Chartered Accountants Institute (CA Sri Lanka),Private,Colombo,BSc (Hons) International Hospitality,3-year Swiss-modeled program.,"English,Sinhala,Tamil",FALSE,196629,A/L pass or O/L pass,50,FALSE,P017
3510,Trincomalee,TRUE,TRUE,Physical Science,Medicine,80094,Trincomalee,TRUE,FALSE,P014,BCAS Campus,Private,"Colombo, Kalmunai",Bachelor of Community Dev.,"NGO partnership program with grassroots projects, social entrepreneurship, and participatory development.","English,Sinhala,Tamil",TRUE,55083,A/L pass or O/L pass,35,TRUE,P014
3511,Kandy,FALSE,FALSE,Physical Science,Agriculture,108555,Hambantota,FALSE,TRUE,P022,Sei Campus,Private,Nugegoda,BA in Digital Media,3-year creative technologies degree with Adobe certification.,"English,Sinhala,Tamil",FALSE,217992,A/L pass or O/L pass,25,FALSE,P022
3512,Hambantota,FALSE,FALSE,Arts,Arts,216413,Batticaloa,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc (Hons) in Accounting,3-year ACCA-accredited degree with 9 paper exemptions and Big Four internship pipeline.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3513,Polonnaruwa,TRUE,TRUE,Technology,Agriculture,12411,Puttalam,TRUE,TRUE,P014,BCAS Campus,Private,"Colombo, Kalmunai",Bachelor of Buddhist Art,"Temple conservation program with mural restoration, sculpture, and architectural studies.","English,Sinhala,Tamil",TRUE,55083,A/L pass or O/L pass,35,TRUE,P014
3514,Puttalam,TRUE,TRUE,Biological Science,Design,162585,Hambantota,FALSE,TRUE,P021,AIMS Institute,Private,Colombo,Diploma in Accounting,1-year QuickBooks and basic accounting program.,"English,Sinhala,Tamil",FALSE,74011,A/L pass or O/L pass,30,TRUE,P021
3515,Kegalle,FALSE,FALSE,Technology,Law,285450,Galle,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Management,"Corporate track program with flexible scheduling, case studies, and industry-aligned specializations.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3516,Galle,FALSE,TRUE,Commerce,Agriculture,64516,Jaffna,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Business Administration,"3-year ACBSP-accredited program with ACCA/CIMA exemptions (up to 9 papers). Features corporate mentorship, capstone projects with local businesses, and specializations in HR/FinTech.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3517,Kegalle,FALSE,TRUE,Physical Science,Engineering,199856,Kilinochchi,TRUE,FALSE,P026,Nexford University (Online Programs),Private,Colombo,BSc in Accounting,3-year ACCA-accredited program with 9 paper exemptions.,"English,Sinhala,Tamil",TRUE,202984,A/L pass or O/L pass,55,FALSE,P026
3518,Jaffna,FALSE,FALSE,Physical Science,Business,48375,Kilinochchi,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Information Systems,SAP/Oracle ERP system certifications with process automation labs (RPA tools). Includes industry projects with banks on digital transformation and data governance.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3519,Ampara,TRUE,TRUE,Arts,Engineering,290088,Vavuniya,TRUE,FALSE,G001,University of Peradeniya,Public,Peradeniya,Bachelor of Tamil Literature,"Classical literature program with manuscript preservation, poetry studies, and media applications.","English,Sinhala,Tamil",TRUE,13650,Z-score,65.77,TRUE,G001
3520,Anuradhapura,FALSE,FALSE,Commerce,Medicine,174135,Kurunegala,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Diploma in English,1-year language and communication skills program.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3521,Galle,FALSE,TRUE,Physical Science,Engineering,247301,Mullaitivu,FALSE,FALSE,P007,ESOFT Metro Campus,Private,"Colombo, Kandy, Galle, Negombo",Bachelor of Nursing,"ICU specialization program with emergency care training, community health projects, and simulation labs. Includes BLS/ACLS certifications.","English,Sinhala,Tamil",FALSE,85023,A/L pass or O/L pass,30,TRUE,P007
3522,Kilinochchi,FALSE,FALSE,Physical Science,IT,266387,Vavuniya,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Diploma in Culinary Arts,2-year professional kitchen training with European techniques.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3523,Galle,TRUE,TRUE,Technology,Arts,129961,Kilinochchi,FALSE,FALSE,P008,Horizon Campus,Private,"Malabe, Kiribathgoda",BSc in Interior Design,3-year spatial design program with AutoCAD training.,"English,Sinhala,Tamil",FALSE,154911,A/L pass or O/L pass,30,FALSE,P008
3524,Puttalam,FALSE,FALSE,Biological Science,Medicine,77213,Mannar,FALSE,FALSE,P008,Horizon Campus,Private,"Malabe, Kiribathgoda",Bachelor of Business,3-year degree with UK/Australia transfer options. Features QuickBooks certification and MAS Holdings visits.,"English,Sinhala,Tamil",FALSE,154911,A/L pass or O/L pass,30,FALSE,P008
3525,Matara,TRUE,TRUE,Arts,Agriculture,149479,Moneragala,FALSE,FALSE,G015,University of the Visual and Performing Arts,Public,Colombo 7,BSc in Cloud Computing,3-year AWS/Azure certified program with DevOps training.,"English,Sinhala,Tamil",FALSE,12313,Z-score,30.71,FALSE,G015
3526,Trincomalee,FALSE,FALSE,Technology,IT,285513,Gampaha,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Higher Diploma in Human Resource Management,1-year intensive HR certification program.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3527,Badulla,FALSE,FALSE,Biological Science,Design,35198,Badulla,TRUE,FALSE,P003,Royal Institute of Colombo (RIC),Private,Colombo,BA (Hons) Business Management,3-year UK-linked degree with entrepreneurship focus.,"English,Sinhala,Tamil",TRUE,192705,A/L pass or O/L pass,47.5,TRUE,P003
3528,Matale,FALSE,TRUE,Arts,Business,263189,Matara,TRUE,FALSE,P014,BCAS Campus,Private,"Colombo, Kalmunai",BA in English,3-year literature degree with creative writing focus and TESL certification.,"English,Sinhala,Tamil",TRUE,55083,A/L pass or O/L pass,35,TRUE,P014
3529,Matale,FALSE,FALSE,Arts,Business,93153,Kalutara,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Diploma in Business,1-year management foundations course.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3530,Polonnaruwa,FALSE,FALSE,Biological Science,Law,18290,Vavuniya,FALSE,TRUE,P029,University of West London (UWL) Sri Lanka,Private,Colombo,Diploma in Accounting,1-year foundational program with QuickBooks training.,"English,Sinhala,Tamil",FALSE,12003,A/L pass or O/L pass,55,FALSE,P029
3531,Trincomalee,FALSE,TRUE,Physical Science,Arts,93745,Puttalam,FALSE,FALSE,P007,ESOFT Metro Campus,Private,"Colombo, Kandy, Galle, Negombo",Higher Diploma in Hospitality,2-year hotel operations program.,"English,Sinhala,Tamil",FALSE,85023,A/L pass or O/L pass,30,TRUE,P007
3532,Moneragala,FALSE,FALSE,Physical Science,Design,280865,Hambantota,TRUE,TRUE,P002,Informatics Institute of Technology (IIT),Private,Colombo,BSc in Psychology,3-year behavioral science program with NIMH internships and cognitive labs.,"English,Sinhala,Tamil",TRUE,68711,A/L pass or O/L pass,48,TRUE,P002
3533,Anuradhapura,FALSE,FALSE,Arts,Agriculture,258899,Moneragala,TRUE,FALSE,P026,Nexford University (Online Programs),Private,Colombo,Bachelor of Mathematics,"Data science applications program with statistics, modeling, and industry-aligned projects.","English,Sinhala,Tamil",TRUE,202984,A/L pass or O/L pass,55,FALSE,P026
3534,Gampaha,TRUE,TRUE,Biological Science,Agriculture,241207,Puttalam,TRUE,FALSE,P026,Nexford University (Online Programs),Private,Colombo,BBA in International Business,3-year degree with import/export case studies.,"English,Sinhala,Tamil",TRUE,202984,A/L pass or O/L pass,55,FALSE,P026
3535,Colombo,FALSE,TRUE,Commerce,Design,226105,Trincomalee,FALSE,TRUE,P013,ANC Education,Private,"Colombo, Kandy",Bachelor of Herbal Medicine,"Formulation science program with pharmacognosy, standardization, and clinical applications.","English,Sinhala,Tamil",FALSE,230594,A/L pass or O/L pass,42,TRUE,P013
3536,Badulla,FALSE,TRUE,Arts,Medicine,235374,Ampara,TRUE,TRUE,G004,University of Kelaniya,Public,Kelaniya,Diploma in Physiotherapy,2-year rehabilitation program with clinical practice.,"English,Sinhala,Tamil",TRUE,10905,Z-score,64.73,FALSE,G004
3537,Mullaitivu,FALSE,FALSE,Commerce,Law,136521,Matale,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Laws (LLB),"3-year program with international moot court competitions (Philip C. Jessup), legal aid clinic serving underserved communities, and specializations in Commercial Law or Human Rights. Includes internships with Supreme Court justices and courses on Sri Lankan constitutional law.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3538,Polonnaruwa,FALSE,FALSE,Physical Science,Medicine,215899,Galle,TRUE,FALSE,P003,Royal Institute of Colombo (RIC),Private,Colombo,Diploma in Forensic Accounting,1-year fraud detection and investigation program.,"English,Sinhala,Tamil",TRUE,192705,A/L pass or O/L pass,47.5,TRUE,P003
3539,Gampaha,FALSE,TRUE,Arts,Medicine,92219,Galle,TRUE,FALSE,G008,Sabaragamuwa University of Sri Lanka,Public,Belihuloya,Bachelor of Computer Science,"4-year degree offering specializations in AI (with NVIDIA GPU labs), Cybersecurity (ethical hacking certifications), and IoT (Cisco networking equipment). Features 6-month industry internships, hackathons with tech companies, and British Computer Society accreditation. Includes capstone projects solving real-world problems.","English,Sinhala,Tamil",TRUE,9839,Z-score,44.46,FALSE,G008
3540,Ampara,TRUE,TRUE,Physical Science,Medicine,145877,Ampara,FALSE,FALSE,G002,University of Sri Jayewardenepura,Public,Nugegoda,BSc (Hons) Sports Science,3-year FIFA-standard program with biomechanics labs.,"English,Sinhala,Tamil",FALSE,13611,Z-score,68.26,FALSE,G002
3541,Kurunegala,FALSE,FALSE,Biological Science,Agriculture,39540,Galle,FALSE,TRUE,P011,American College of Higher Education (ACHE),Private,Negombo,Certificate in Mixology,6-month bartending program with international cocktail training.,"English,Sinhala,Tamil",FALSE,168800,A/L pass or O/L pass,32,TRUE,P011
3542,Puttalam,TRUE,TRUE,Biological Science,Agriculture,23308,Matale,TRUE,FALSE,P028,Cardiff Metropolitan University (CMU) Sri Lanka,Private,Colombo,BSc (Hons) in International Relations,3-year program with diplomatic protocol training and UN model simulations.,"English,Sinhala,Tamil",TRUE,205744,A/L pass or O/L pass,58,TRUE,P028
3543,Colombo,TRUE,TRUE,Technology,Law,116366,Hambantota,FALSE,TRUE,G010,Eastern University of Sri Lanka,Public,Vantharumoolai,BSc in Psychology,3-year behavioral science degree with SPSS training.,"English,Sinhala,Tamil",FALSE,12064,Z-score,46.2,FALSE,G010
3544,Kalutara,FALSE,FALSE,Commerce,Medicine,123652,Anuradhapura,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Higher Diploma in IT,2-year technical program with Java/Python programming.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3545,Trincomalee,TRUE,TRUE,Biological Science,IT,216446,Kilinochchi,FALSE,TRUE,P008,Horizon Campus,Private,"Malabe, Kiribathgoda",Online Certificate in Digital Marketing,6-month social media strategy program.,"English,Sinhala,Tamil",FALSE,154911,A/L pass or O/L pass,30,FALSE,P008
3546,Mannar,FALSE,FALSE,Commerce,Law,250143,Kurunegala,TRUE,FALSE,P023,SLIATE Affiliated Private Colleges,Private,Various,Bachelor of Disaster Mgmt.,"Hazard mitigation program with early warning systems, GIS mapping, and community preparedness.","English,Sinhala,Tamil",TRUE,148909,A/L pass or O/L pass,30,FALSE,P023
3547,Nuwara Eliya,FALSE,FALSE,Physical Science,Medicine,55739,Moneragala,TRUE,FALSE,P025,Virtusa Institute of Technology,Private,Colombo,Diploma in Medical Laboratory Technology,2-year diagnostic training program.,"English,Sinhala,Tamil",TRUE,103598,A/L pass or O/L pass,50,FALSE,P025
3548,Trincomalee,FALSE,TRUE,Arts,Agriculture,185087,Kurunegala,FALSE,TRUE,G009,Wayamba University of Sri Lanka,Public,Kuliyapitiya,BBA in Business Administration,4-year degree with case study methodology and corporate projects.,"English,Sinhala,Tamil",FALSE,11878,Z-score,46.12,TRUE,G009
3549,Kilinochchi,TRUE,TRUE,Technology,Design,101279,Mullaitivu,FALSE,FALSE,G015,University of the Visual and Performing Arts,Public,Colombo 7,BA (Hons) Law,3-year LLB degree with UK legal system focus.,"English,Sinhala,Tamil",FALSE,12313,Z-score,30.71,FALSE,G015
3550,Ratnapura,FALSE,TRUE,Physical Science,Agriculture,162302,Galle,FALSE,FALSE,G000,University of Colombo,Public,Colombo,Bachelor of Tamil Studies,"Classical literature program with manuscript preservation, media studies, and linguistic research. Includes translation training.","English,Sinhala,Tamil",FALSE,8511,Z-score,74.94,TRUE,G000
3551,Anuradhapura,TRUE,TRUE,Biological Science,Engineering,171616,Puttalam,FALSE,FALSE,P015,Lyceum Campus,Private,"Colombo, Wattala",Bachelor of Social Sci.,"Post-war studies program with reconciliation research, community development, and conflict analysis.","English,Sinhala,Tamil",FALSE,180180,A/L pass or O/L pass,33,TRUE,P015
3552,Kilinochchi,FALSE,FALSE,Technology,Arts,242463,Kurunegala,FALSE,TRUE,P011,American College of Higher Education (ACHE),Private,Negombo,BBA in International Business,3-year degree with import/export case studies.,"English,Sinhala,Tamil",FALSE,168800,A/L pass or O/L pass,32,TRUE,P011
3553,Galle,FALSE,FALSE,Physical Science,Law,162728,Kandy,TRUE,FALSE,P025,Virtusa Institute of Technology,Private,Colombo,BA in English,3-year literature degree with creative writing workshops and journalism training.,"English,Sinhala,Tamil",TRUE,103598,A/L pass or O/L pass,50,FALSE,P025
3554,Ratnapura,TRUE,TRUE,Commerce,Business,167412,Galle,TRUE,FALSE,P014,BCAS Campus,Private,"Colombo, Kalmunai",Bachelor of Yoga Science,"Wellness program with therapeutic yoga, anatomy studies, and teacher training certification.","English,Sinhala,Tamil",TRUE,55083,A/L pass or O/L pass,35,TRUE,P014
3555,Mannar,TRUE,TRUE,Commerce,Design,86442,Matale,TRUE,TRUE,G003,University of Moratuwa,Public,Moratuwa,BSc (Hons) Computing,3-year UK-accredited degree with AI/Game Development options. Features Microsoft Imagine Academy.,"English,Sinhala,Tamil",TRUE,11838,Z-score,60,TRUE,G003
3556,Matale,FALSE,TRUE,Technology,Business,23561,Moneragala,FALSE,FALSE,P017,Chartered Accountants Institute (CA Sri Lanka),Private,Colombo,BSc (Hons) in Psychology,3-year behavioral science degree with cognitive labs and counseling practicums.,"English,Sinhala,Tamil",FALSE,196629,A/L pass or O/L pass,50,FALSE,P017
3557,Mannar,FALSE,FALSE,Biological Science,Law,30199,Trincomalee,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Certificate in Digital Advertising,6-month social media marketing program.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3558,Polonnaruwa,FALSE,FALSE,Biological Science,Arts,37686,Colombo,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BArch,5-year RIBA-recognized program with 3D printing and sustainable design.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3559,Mullaitivu,FALSE,FALSE,Commerce,IT,75958,Anuradhapura,FALSE,TRUE,P007,ESOFT Metro Campus,Private,"Colombo, Kandy, Galle, Negombo",Certificate in Full Stack Development,6-month MERN stack program.,"English,Sinhala,Tamil",FALSE,85023,A/L pass or O/L pass,30,TRUE,P007
3560,Badulla,FALSE,FALSE,Biological Science,Arts,243577,Colombo,TRUE,TRUE,P014,BCAS Campus,Private,"Colombo, Kalmunai",BSc in Business Management,3-year degree with industry placements and mentorship.,"English,Sinhala,Tamil",TRUE,55083,A/L pass or O/L pass,35,TRUE,P014
3561,Anuradhapura,FALSE,FALSE,Biological Science,Business,50520,Matale,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",LLB (Hons),3-year UK-modeled law degree with mooting competitions and legal clinic experience.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3562,Matale,FALSE,FALSE,Physical Science,Agriculture,129185,Puttalam,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Tourism Management,Wildlife safari operations program with UNESCO site management focus. Includes hospitality certifications and eco-tourism projects.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3563,Kegalle,FALSE,FALSE,Physical Science,Business,70771,Mannar,TRUE,TRUE,P027,University of Central Lancashire (UCLan) Sri Lanka,Private,Colombo,BA (Hons) Business Management,3-year entrepreneurship program.,"English,Sinhala,Tamil",TRUE,41811,A/L pass or O/L pass,60,FALSE,P027
3564,Nuwara Eliya,TRUE,TRUE,Technology,IT,144903,Vavuniya,TRUE,TRUE,P025,Virtusa Institute of Technology,Private,Colombo,Bachelor of Drama,"Theater program with acting, direction, and traditional Sri Lankan performance forms.","English,Sinhala,Tamil",TRUE,103598,A/L pass or O/L pass,50,FALSE,P025
3565,Galle,FALSE,FALSE,Arts,Agriculture,16149,Kalutara,TRUE,TRUE,P019,Management & Science University (MSU) Sri Lanka,Private,Colombo,Bachelor of Agribusiness,"Export market program with value chain analysis, agricultural policy, and entrepreneurship training.","English,Sinhala,Tamil",TRUE,178009,A/L pass or O/L pass,40,TRUE,P019
3566,Kalutara,TRUE,TRUE,Arts,IT,10322,Nuwara Eliya,FALSE,TRUE,P007,ESOFT Metro Campus,Private,"Colombo, Kandy, Galle, Negombo",Diploma in Counseling,1-year therapeutic techniques certification program.,"English,Sinhala,Tamil",FALSE,85023,A/L pass or O/L pass,30,TRUE,P007
3567,Mullaitivu,FALSE,TRUE,Commerce,Medicine,294877,Mullaitivu,TRUE,TRUE,G012,The Open University of Sri Lanka,Public,Nawala,Certificate in Taxation,6-month program covering income tax and VAT regulations.,"English,Sinhala,Tamil",TRUE,13752,Z-score,50,TRUE,G012
3568,Kalutara,FALSE,FALSE,Technology,Arts,59789,Mullaitivu,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Higher Diploma in Engineering,2-year mechanical/electrical training.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3569,Batticaloa,TRUE,TRUE,Technology,IT,157448,Kandy,TRUE,TRUE,P028,Cardiff Metropolitan University (CMU) Sri Lanka,Private,Colombo,Bachelor of Mass Communication,"Journalism program with TV/radio production studios, digital media training, and internships at leading media houses. Includes documentary filmmaking.","English,Sinhala,Tamil",TRUE,205744,A/L pass or O/L pass,58,TRUE,P028
3570,Mannar,FALSE,FALSE,Biological Science,Law,59689,Mannar,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Aviation Management,"3-year degree with airline operations training, simulator experiences, and airport internships.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3571,Trincomalee,FALSE,FALSE,Biological Science,Design,290125,Kalutara,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Software Engineering,3-year degree with guaranteed Virtusa placements.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3572,Kegalle,FALSE,TRUE,Technology,Engineering,284441,Matara,FALSE,FALSE,P024,Imperial College of Business Studies,Private,Colombo,Diploma in Stock Market Analysis,1-year technical trading certification.,"English,Sinhala,Tamil",FALSE,165146,A/L pass or O/L pass,30,TRUE,P024
3573,Matale,FALSE,FALSE,Technology,IT,155879,Badulla,TRUE,TRUE,P003,Royal Institute of Colombo (RIC),Private,Colombo,BSc (Hons) Culinary Arts,3-year professional chef training program.,"English,Sinhala,Tamil",TRUE,192705,A/L pass or O/L pass,47.5,TRUE,P003
3574,Vavuniya,TRUE,TRUE,Commerce,Arts,113188,Nuwara Eliya,FALSE,FALSE,P018,Aquinas College of Higher Studies,Private,Colombo,Bachelor of Agriculture,"Precision farming program with drone mapping, sensor networks, and export crop management (tea/cinnamon). Features 1,500-acre university farm, partnerships with Dole/Hayleys, and agribusiness specializations.","English,Sinhala,Tamil",FALSE,98257,A/L pass or O/L pass,25,TRUE,P018
3575,Anuradhapura,FALSE,TRUE,Technology,Arts,215750,Matara,TRUE,FALSE,P014,BCAS Campus,Private,"Colombo, Kalmunai",BSc in Nutrition,3-year dietetics program with clinical rotations.,"English,Sinhala,Tamil",TRUE,55083,A/L pass or O/L pass,35,TRUE,P014
3576,Matale,FALSE,FALSE,Technology,Engineering,234629,Moneragala,FALSE,TRUE,P009,SAI Campus (South Asian Institute),Private,Colombo,Bachelor of Conflict Resolution,"Peacebuilding program with fieldwork, mediation training, and post-war reconstruction studies.","English,Sinhala,Tamil",FALSE,58097,A/L pass or O/L pass,28,FALSE,P009
3577,Ampara,FALSE,TRUE,Commerce,Agriculture,289854,Nuwara Eliya,FALSE,TRUE,P001,NSBM Green University,Private,"Homagama, Colombo",BSc in Hospitality Management,3-year Swiss-modeled program with 5-star hotel rotations and wine certification.,"English,Sinhala,Tamil",FALSE,25419,A/L pass or O/L pass,45,TRUE,P001
3578,Hambantota,FALSE,TRUE,Arts,Agriculture,269263,Moneragala,FALSE,FALSE,P017,Chartered Accountants Institute (CA Sri Lanka),Private,Colombo,BA in Buddhist Counseling,3-year therapeutic applications program with mindfulness training.,"English,Sinhala,Tamil",FALSE,196629,A/L pass or O/L pass,50,FALSE,P017
3579,Batticaloa,FALSE,TRUE,Biological Science,Law,128852,Kilinochchi,FALSE,TRUE,P001,NSBM Green University,Private,"Homagama, Colombo",Diploma in Human Resource Management,1-year HR certification program with labor law training.,"English,Sinhala,Tamil",FALSE,25419,A/L pass or O/L pass,45,TRUE,P001
3580,Badulla,FALSE,TRUE,Commerce,IT,70439,Batticaloa,FALSE,FALSE,P007,ESOFT Metro Campus,Private,"Colombo, Kandy, Galle, Negombo",BSc (Hons) in Business Information Systems,"3-year degree blending IT and management. Includes SAP ERP training, digital transformation projects, and financial sector internships.","English,Sinhala,Tamil",FALSE,85023,A/L pass or O/L pass,30,TRUE,P007
3581,Kilinochchi,FALSE,FALSE,Biological Science,Agriculture,67929,Kegalle,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Business,"Local economic development program with SME management, agricultural value chains, and microfinance.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3582,Hambantota,FALSE,FALSE,Commerce,Law,231112,Batticaloa,FALSE,FALSE,P006,ICBT Campus,Private,"Colombo, Kandy, Kurunegala, Matara",Certificate in Architectural Visualization,6-month 3D rendering program.,"English,Sinhala,Tamil",FALSE,180702,A/L pass or O/L pass,38,TRUE,P006
3583,Trincomalee,FALSE,TRUE,Arts,Law,180271,Kilinochchi,TRUE,FALSE,P027,University of Central Lancashire (UCLan) Sri Lanka,Private,Colombo,Diploma in Events Management,1-year program covering wedding/concert planning.,"English,Sinhala,Tamil",TRUE,41811,A/L pass or O/L pass,60,FALSE,P027
3584,Nuwara Eliya,FALSE,FALSE,Physical Science,Engineering,154411,Kalutara,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc (Hons) Computer Science,3-year UK-accredited IT degree.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
